institution,slug,country,continent,repository_code,archive_type,bfi_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/21d59981-a91a-5e8c-8e6a-0123887323d2,"Trotting Match at Springfield Park, Wigan (1904)",Actuality film; Sport,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Sport | assuntos: Trotting; Wigan | locais: Springfield Park | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:wxNDdwcDrZmuebBgyRx50BTBwMqsfvM8 | Scenes at a horse trotting race in Wigan. | Edwardian spectators and bookies enjoy an exciting day of horse racing. | Attending trotting matches - in which horses in harness race at specific gaits - was a popular Edwardian pastime. We see the highlight of the day: a race in which the favourite, Wig Wag, is pipped to the post by General White thanks to the superior handling skills of his driver, George Wiltshire. For the benefit of the audience a showman holds up a 'winner' sign next to the victorious steed.",1904,"Trotting Match at Springfield Park, Wigan (1904)",1904-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/958d7672-06ea-595a-822e-a653f89d0121,Lytham Trams and Views Along the Route (1903),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Street scenes; Cemeteries; Windmills; Cricket; Bicycles; Trams; Advertising; Parks; Blackpool; Horse-drawn transport; Blackpool Tower; 1900-1909; Carriages (horses); Lytham St. Anne's | locais: Lytham | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:V4bnJvcDrm8KlpqjtxrjASZvniy_fiuR | Phantom ride. Filmed at the inauguration of the Blackpool to Lytham tram route, 28 May 1903. | The inauguration of the Blackpool to Lytham tram route on 28 May 1903. | This lengthy film (by Mitchell and Kenyon's standards) records the launch of a new local tram route. The Blackpool Herald attended a screening, noting, ""A very complete cinematograph picture of the Lytham trams and the views along the route was shown at the Alhambra last night."" Said another journalist, ""In the distance, the roadway looks like Brooklyn Bridge, America. Just see how curious it is."" | Six separate rolls of film are combined together here, including one that features no trams, which the filmmakers are likely to have included for its local interest and closeness to the tram route. The film was commissioned by the manager of the tram service, Mr Slattery.",1903-05-28,Lytham Trams and Views Along the Route (1903),1903-05-28,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/5a45fa7d-c5dd-5254-b3f3-87bcf646679a,Manchester to Blackpool Road Race (1903),Actuality film; Sport,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Sport | assuntos: Lancashire; Bicycle racing; Motor cars; Advertising; Walking (athletics); Cycles | locais: Blackpool | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:dhZTVrcDqfQrRHrlW7xfzj3k5WA5BABu | View of a walking race. | Over a hundred Edwardian athletes gather for a gruelling walking race. | From Bolton Town Hall the competitors set off on the 33-mile walk to Southport in this section of the race, very visibly sponsored by Oxo, a prominent supporter of Edwardian sporting events. The walkers are accompanied by a cavalcade of wheeled transport, including cycles, horse-drawn carts, a tram and a single motor car. The eventual winner was Jack Butler, the boater-sporting number 53.",1903,Manchester to Blackpool Road Race (1903),1903-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/5e0ba795-eb83-5eda-b31e-e52f3a995bd5,Mermaids at Play,Home movie,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Home movie | assuntos: Seaside holidays; Bognor Regis | locais: Bognor Regis | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:x2c2J5MDE6_wlPy3xrYVPIZSWzyYKvaT | Amateur footage of the Passmore girls playing in the water at Bognor Regis, supervised by adults. | Breathtakingly adorable home movie of an Edwardian seaside holiday on Bognor Regis beach. | This breathtakingly adorable film of an Edwardian seaside holiday at Bognor Regis is an incredible survival from the beginnings of cinema: it's one of the world's earliest home movies. The images are pitted with decay and the frame judders unstably, but this century-old film strikes an astonishing resonance with today. These fleeting, personal, everyday snapshots preserve an authentic memory of British life. | The film was shot just down the beach from Park Terrace in the west end of Bognor by Alfred Ernest Passmore (1867-1948). Some 15 home movies made by AE Passmore recording his family at home and at play between 1902-03 are preserved in the BFI National Archive.",1903,Mermaids at Play,1903-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/4f94a9f9-0030-5360-aace-49397fbc6bb6,Royal Visit to Barrow and Launch of H.M.S. Dominion (1903),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Launchings; Barrow-in-Furness; Dominion (British battleship) | locais: Barrow-In-Furness | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:xobzdwcDpLOglX0_Hql3sr_Lak4bBGNl | Princess Louise comes to Edwardian Barrow in Furness to christen the battleship HMS Dominion. | The launch of a major battleship was always an occasion for great celebration. The tradition of asking a lady of rank to launch the ship dates from the mid 19th century - in this case it was HRH Princess Louise, eldest daughter of Edward VII. The footage of the launch is particularly fine, and we get a good view of the Princess in her carriage, although we don't see the bottle-breaking ceremony.",1903,Royal Visit to Barrow and Launch of H.M.S. Dominion (1903),1903-01-01,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/8aec456c-ab2b-59a1-b5ec-eeb3524e9de1,Sheffield United v Bury (1902),Actuality film; Sport,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Sport | assuntos: Football matches; Sheffield; Sheffield United | locais: Sheffield | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:l0cTBtcDpKblWhcgrDmglAE258QOGnU9 | Scenes at a football match. | Sparkling images of fans and players at an Edwardian fixture at Sheffield's Bramall Lane. | Its sparkling images of players and fans make this one of the best of Mitchell & Kenyon's football films. Long, slow pans across the terraces capture the intense concentration etched on every face as Sheffield United, in stripes, lead the attack. The camera missed United's winning goal, but we do see one of the game's first celebrities, United goalkeeper William 'Fatty' Foulke. | Sheffield's Bramall Lane is the oldest major football ground still in use. It was finished in 1855 and hosted its first football match in 1862. United had an excellent 1902-03 season and finished fourth in the First Division, just three points behind the champions, their Sheffield rivals The Wednesday (as they were called until 1929).",1902-09-06,Sheffield United v Bury (1902),1902-09-06,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/66e023fe-67d1-5a93-b9a1-bbf8949e1558,Congregation Leaving Warrington Parish Church (1902),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Children; Processions; Crowds; Warrington | locais: Warrington | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:4zZDdtcDqtYDmUfHQQu11pTkseqodRbY | Scenes at the beginning of a church procession in Warrington. | Edwardian Churchgoers crowd around the gates to St Elphin's after Sunday morning service. | As far as we know, the service on 31st August 1902 was nothing out of the ordinary, and it's hard to say if the large mass of people in the congregation reflects the importance of churchgoing to Edwardian society or whether the presence of a camera has proved a draw. The appearance of a boy drummer from the local regimental band catches the eye, as do the dummy-chewing babies.",1902-08-31,Congregation Leaving Warrington Parish Church (1902),1902-08-31,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/3df104ee-a5d2-5edc-8e4c-5c8a895e798b,"Great Local Derby, Accrington v Church Cricket Match (1902)",Actuality film; Sport,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Sport | assuntos: Cricket matches; Sports; Accrington; Bowling (cricket) | locais: Accrington | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:IzdzJrcDqOnDdqeCAx8tyVJcFf2KHQ7i | Rare film record of an Edwardian local league cricket game between two Lancashire sides. | The Lancashire Cricket League was established in the early 1890s (shortly after the birth of the Football League) to suit the interests of factory workers, and was hugely popular in the county. Played on Saturdays and midweek, games were completed within one day. The Accrington v. Church match was filmed on 5 July, with Accrington's professional bowler, Walter Hall, dispatching Church for 46 runs.",1902-07-05,"Great Local Derby, Accrington v Church Cricket Match (1902)",1902-07-05,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/1188032d-b428-5086-b1f2-826eae4ac652,Kingston Rowing Club at Practice (1902),Actuality film; Sport,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Sport | assuntos: Rowing; Kingston upon Hull; Ship's crew; Rowing clubs; River Hull | locais: Stoneferry | som: Silent | duração: 3 min | Brightcove: 6057949427001/ref:oyZjJrcDpFZivegC6rqpKcb-AG2vv76V | Rowers and a boating club in Hull. | A delightful day out on the water as Edwardian rowers mess about on the River Hull. | This record of exercise and tomfoolery on the River Hull at Stoneferry won praise from the Hull Daily Mail when it screened at The Circus variety theatre on Anlaby Road. The ladies present may have particularly enjoyed the mocked-up 'accident': one rower tumbles flamboyantly out of his skiff into the water and swims wildly to shore - his wry grin, wet t-shirt clinging to his chest, is priceless.",1902-05-03,Kingston Rowing Club at Practice (1902),1902-05-03,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/020715b6-ff2b-52db-abed-f1bf3040d7fd,Hull F.C. v Hull Kingston Rovers (1902),Actuality film; Sport,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Sport | assuntos: Kingston upon Hull; Rugby matches; Rugby league | locais: Kingston upon Hull | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:ZqazJrcDoLaFozJLXS5ExAZQzgrm__a4 | M&K 660: Ruby football (?) match at Hull. | Rugby arch rivals lock horns in Hull. | As with many sports matches shot specifically for showing to fans later, the emphasis here is on capturing as many spectators and individual players as possible. The final score was 14-6 to Hull FC. Defeat would become a familiar experience for the Rovers in the early years of the 20th century, and they would have to wait until 1920 to beat their old foes Hull in the final of the Yorkshire Cup.",1902-04-26,Hull F.C. v Hull Kingston Rovers (1902),1902-04-26,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/be15d529-7c62-5514-a4c7-70cabea8f150,"Electric Tram Rides from Forster Square, Bradford (1902)",Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Street scenes; Shops; Bicycles; Employees; Trams; Advertising; Horse-drawn transport; Carts; Ponies; Posters; Cycling; Policemen; Bradford; Pubs; Donkeys; West Yorkshire; Pedestrians; Roadworks; 1900-1909; Carriages (horses); Spectators; Fry's; Oxo; Tricycles | locais: Bradford | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:xnYTNrcDp-dJhbtlcRBwCJ2WOE5onAgd | M&K 166: Ride from the city centre, along Manningham Lane to the gates of Lister Park and beyond. | An epic tour of the places and people of Edwardian Bradford. | This remarkable tour of Bradford takes in many of the still recognisable architectural splendours of a city which blew up during the industrial revolution from a relatively small market town to Britain's wool capital. Less obvious to the camera are the pollution and poor living conditions that came with this rapid growth: despite that, these streets may never again have looked so handsome. | At several points two Mitchell & Kenyon operatives, in hats and smart long coats, can be seen walking by the side of the road and directing pedestrians to perform for the camera. Look particularly for the group of stylishly dressed young women who are turned back to walk past the camera again.",1902-04-02,"Electric Tram Rides from Forster Square, Bradford (1902)",1902-04-02,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/9969149a-c8cc-5c28-b551-d9377f856125,Rotherham Town v Thornhill (1902),Actuality film; Sport,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Sport | assuntos: Football matches; Rotherham United Football Club | locais: Rotherham | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:x1dDBtcDo2shCZcKAvgNQkPImZF84GIp | M&K 755: Football officials and players walk out onto a snowy pitch. | A ropey pitch and worse goalkeeping in a typical non-league football derby in Edwardian Yorkshire. | These two Rotherham football clubs eventually merged to become Rotherham United in 1925. Here, they make the best of a poor pitch that caused the match to be abandoned after 55 minutes. The Rotherham Town keeper, in white, puts in a lot of effort, if not so much skill, with the ball. Showman Albert Wilkinson, in a top hat, can be seen geeing up the coal-dusted crowds for the camera.",1902-02-11,Rotherham Town v Thornhill (1902),1902-02-11,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/f9eacb79-3f30-5bfc-877c-731651aa98b3,Albert Quay in Cork (1902),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Horse-drawn transport; Lifeboats; Cork (county); Albert Quay | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:IxbjdtcDrb7v53cqlc3WD41UZxuV1yFn | View along Albert Quay in Cork | A visit to Edwardian Cork captures the docks on an unusually quiet Sunday. | Cork's Albert Quay, named in honour of Victoria and Albert's visit to the city in 1849, is seen here on a relatively quiet Sunday morning in 1902. Views of Montenotte can be clearly appreciated from the quayside and the camera follows a Mitchell and Kenyon showman in a white hat, who appears to be subtly directing the action.",1902,Albert Quay in Cork (1902),1902-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/94d4d65b-3688-5edb-b230-2ef49f99e392,All Saints Church with Parade of the Northamptonshire Regiment (1902),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: British Army; Police; Brass bands; Parades and marches; Soldiers; Northampton | locais: Northampton | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:lzNmpvcDpR2OHMz33oDL1AGtE-jtC36D | A company of Edwardian soldiers marches along a cobbled, tram-lined street to join locals at church. | The two battalions of the Northamptonshire Regiment were much travelled and had received battle honours on two fronts, including the Second Boer War of 1899-1902. Only a small part of that regiment is seen here, marching towards the 17th century All Saints Church, which features in the second part of the film. Northampton's tramlines were opened in 1881 but not electrified until 1904.",1902,All Saints Church with Parade of the Northamptonshire Regiment (1902),1902-01-01,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/b83a6db6-2516-5132-8b97-ee888d461719,Arrival of VIP For Official Opening of Cork Exhibition (1902),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Exhibitions; Carriages (horses); Cork (city); Exhibition buildings | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:13bTdtcDq16Q0_FZqmIRj67AaOazJEys | Arrival of dignitaries for the opening of the Cork Exhibition. The carriages are the same as those in Mitchell and Kenyon 712. | Horse-drawn carriagesdeliver dignitaries to the Cork Exhibition. | The Cork International Exhibition was one of many similar events held in Victorian and Edwardian times. Industrial and machinery halls had pride of place, but entertainments on offer included a water chute, a switchback railway, a 'temperance restaurant', a shooting gallery, a creamery and an aquarium. The original pavilion and fountain survive in what is now Fitzgerald's Park. | This film was commissioned by George Green, one of the most successful showmen to pioneer fairground cinema, who secured the exclusive fairground and filming rights to the Cork International Exhibition. In December 1901 Green placed an advertisement in The Showman inviting bids for the supply of the ""very best Cinematograph outfit it is possible to procure"", but warning that ""makers of second rate machines and takers of inferior, unsteady, out of focus films will save their own time (and also mine) by ignoring this advert.""",1902,Arrival of VIP For Official Opening of Cork Exhibition (1902),1902-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/f58e5d04-739f-5e78-8a82-17ab441bed2d,Barrow Hematite Steel Company,Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Employees; Barrow-in-Furness | locais: Barrow-In-Furness | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:dyZTBtcDqEj3NcNbFXDH7RZTSNHlZqhp | Male workers leaving a works entrance of Hematite Steel Company in Barrow. Walney Road, at the end of Duke Street was where the factory was located. This was identified by members of the public on seeing the film on the BFI player. | A tidy exit from an unidentified factory in Edwardian Barrow in Furness. | This is one of the least crowded and best-behaved of Mitchell and Kenyon's 'factory gate' films (the space between people is striking). It was commissioned by the prolific Ralph Pringle. A bowler-hatted showman is visible to the right of the arch. The rather touching second shot of a lone, uniformed man (a decorated veteran?) is enigmatic now, though perhaps self-explanatory to local viewers then.",1902,Barrow Hematite Steel Company,1902-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/14e57296-061f-5980-aee9-dbc02e731f2b,Blackpool North Pier (1903),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Lancashire; Blackpool; Piers; Seaside towns; Blackpool Tower; Ferris wheels | locais: North Pier | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:FwbDdtcDrunLA8ecyDBs1szVSHGcxt2F | Note: The North Pier was the first pier to be built in 1863. The Tower was opened in 1894 and the wheel in the Winter Gardens in 1896. See Prof. John Walton's essay on ""The Seaside and the Holiday Crowd"" in 'The Lost World of Mitchell & Kenyon: Edwardian Britain on Film' bfi publishing (2004). | Edwardian holidaymakers throng to the attractions at Lancashire's premier seaside resort. | 'Pleasure piers' were all the rage in the late 19th century, and Blackpool boasted three. The North Pier was the most exclusive, attracting a well-to-do set, seen here in profusion, sporting top hats and finery. It's hard to know whether the pier was always so popular, or if the camera had lured extra crowds. The final shot reveals a glimpse of the Basset Big Wheel and Blackpool's famous Tower. | Nowadays some 10 million people make an annual trip to Blackpool, but the tourist trade was thriving during the Edwardian era too, with over two million visitors a year. This encouraged massive investment in the entertainment industries, to the extent that the Lancashire town's funfair attractions b...",1902,Blackpool North Pier (1903),1902-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/17a3cd88-01e1-55ad-acd1-5b99184e7990,Champion Athletes at Birmingham (1902),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Sports meetings; Birmingham; Athletics; Musicians; Horatio Kitchener (1850-1916); Spectators | locais: Birmingham | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:owY2x5cTo2_kn5HcNwdcEw6_Jr9Fgc8r | M&K 513: Crowds, waiting for the arrival of Lord Kitchener? | Crowds enjoying the spectacle at Birmingham Athletics Club. | Amateur athletics was hugely popular in the Edwardian era, but sadly only three films of athletics meetings survive in the Mitchell & Kenyon collection. This film is densely packed, with fine coverage of track and field events, presentations and crowds, and vignettes of the champions. Plus there's an early screen heartthrob in American sprinter Arthur Duffey, who teasingly blows a kiss to camera. | Duffey's fellow American Samuel Jones, the champion high-jumper, is also singled out by the filmmakers. These shots reflect the extent of American domination of athletics at the time. Duffey - the Usain Bolt of his day - had been the hot favourite for the 1900 Paris Olympics, but injury denied him victory in the 100 yards final. Look out for the on-screen advert for the New Century Pictures cinematograph exhibition at Birmingham's Curzon Hall, where this title was shown, alongside a range of other films including Lord Kitchener's Return. Th...",1902,Champion Athletes at Birmingham (1902),1902-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/3a89be04-dc79-5c09-b897-b66e199c49e1,Church Parade of the Boys' Brigade in Birmingham (1902),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Parades and marches; Sports meetings; Birmingham; Horse-drawn transport; Athletics; Boys' Brigade | locais: Birmingham | som: Silent | duração: 3 min | Brightcove: 6057949427001/ref:4zdHJvcDqV2CuzyeC668HSx9nW_gdag- | M&K 514: Boys' Brigade march down Birmingham street; followed by small crowd and horse-drawn buses. Note: Harborne is a borough in Birmingham. | Crowds line the streets for the annual parade of the Birmingham Boys' Brigade. | As well as the parade itself, this lively film conveys the heady atmosphere of a teeming Birmingham city centre in which pedestrians and horse-drawn buses jostle for space. The film was screened as part of a compilation of 'locals' at the Curzon Hall in July 1902, an event billed in the press as ""A Stupendous Show... the Largest and Finest Collection of Animated Pictures ever seen in Birmingham."" | The Boys' Brigade was founded in Glasgow in 1883 as a religious and patriotic movement, and informed the development of Baden Powell's Scout Movement.",1902,Church Parade of the Boys' Brigade in Birmingham (1902),1902-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/0afbae12-1f70-514a-8379-7f5a6b1e1d34,Clitheroe Coronation Procession (1911),Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Brass bands; Processions; Parades and marches; George V, King of Great Britain (1865-1936); Coronation celebrations; Steam trains; Coronations; Mounted police; Clitheroe | locais: Clitheroe | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:g1ajNrcDpyl_TcdJu2mU-r26hTVU2crS | Procession to honour the coronation of King George V. | Lancashire bands and Beefeaters celebrate the crowning of King George V. | The coronation of George V on 22 June 1911 was marked by festivities throughout Britain, although some towns were more flamboyantly royalist than others. In Clitheroe, Lancashire, the proceedings seem relatively restrained. A procession of Sunday school children in pretty frocks and bonnets sits rather incongruously with fancy dress clowns and smartly-dressed gents bearing furled-up umbrellas. | Interestingly, part of Clitheroe's Whitsuntide Procession in 1913 was filmed by Mitchell and Kenyon from an almost identical camera position, close to the railway line at Bawdlands, and many of the costumes and banners appear in both films. It's possible, therefore, that sequences from the Whitsuntide Procession were incorrectly labelled as being part of the Coronation film; certainly, the lack of festive bunting and the solemnity with which the children process...",1902,Clitheroe Coronation Procession (1911),1902-01-01,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/e1d5cf9c-d464-5268-839e-e18dfdea8150,"Comic Pictures in High Street, West Bromwich (1902)",Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Trams; Horse-drawn transport; Carts; Boxing; West Bromwich | locais: West Bromwich | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:QzaDdtcDoKEzLv6Tal3qO0q_IMnSZtBl | Boisterous Edwardian lads jostle for a place in front of the camera in the West Midlands town. | The chaos and charm of Edwardian street life is captured to great effect here as young lads throng this West Midlands street. 'The pictures we are taking will be shown Monday Jan 13th', proclaims the showman's advert. The medley of flat caps, bowlers, boaters and top hats offers engaging vivid social insight, showing the classes mingling together yet clearly defined. | Look out for the steam-powered tram with its advert for Nestlé's chocolate. The ornate building passed by the tram was the headquarters of printing company Kenrick and Jefferson Ltd., completed in 1883. Also note the relative absence of young men in the film, made in the closing months of the Boer War; many locals would have signed up to serve in South Africa.",1902,"Comic Pictures in High Street, West Bromwich (1902)",1902-01-01,"Vida pública, política e história",Arquivo audiovisual público curado
