institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Archiv des Landschaftsverbands Rheinland,archiv-des-landschaftsverbands-rheinland,Germany,Europe,DE-Pul1,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Pul1,True,True,http://www.afz.lvr.de/de/archiv_des_lvr/archiv_des_lvr_1.html,afz.lvr.de,ok,200,integro,https://afz.lvr.de//de/archiv_des_lvr/archiv_des_lvr_1.html,0,0,1,baixa,,
Archiv für Christlich-Soziale Politik (ACSP) der Hanns Seidel Stiftung e.V.,archiv-f-r-christlich-soziale-politik-acsp-der-hanns-seidel-stiftung-e-v,Germany,Europe,DE-2224,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2224,True,True,https://www.hss.de/archiv/,hss.de,restrito,403,restrito,https://www.hss.de/archiv/,0,0,0,alta,,
Archiv Grünes Gedächtnis der Heinrich-Böll-Stiftung e.V.,archiv-gr-nes-ged-chtnis-der-heinrich-b-ll-stiftung-e-v,Germany,Europe,DE-00000002330,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000002330,True,True,http://www.boell.de/archiv,boell.de,ok,200,integro,https://www.boell.de/de/gruene-geschichte-zugaenglich-machen,0,0,0,baixa,,
Archiv im Rhein-Kreis-Neuss,archiv-im-rhein-kreis-neuss,Germany,Europe,DE-Dom1,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Dom1,True,True,http://www.rhein-kreis-neuss.de/de/themen/kultur_freizeit/kreisarchiv/index.html,rhein-kreis-neuss.de,ok,200,integro,https://www.rhein-kreis-neuss.de/de/freizeit-kultur/archiv-im-rhein-kreis-neuss/,0,0,0,baixa,,
Bayerisches Hauptstaatsarchiv,bayerisches-hauptstaatsarchiv,Germany,Europe,DE-2050,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2050,True,True,http://www.gda.bayern.de/archive/hauptstaatsarchiv,gda.bayern.de,http_error,404,quebrado,https://www.gda.bayern.de/archive/hauptstaatsarchiv,0,0,0,alta,Titulo da pagina sugere erro ou landing page generica.,
Bistum Osnabrück. Diözesanarchiv,bistum-osnabr-ck-di-zesanarchiv,Germany,Europe,DE-2276,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2276,True,True,http://www.bistum-osnabrueck.de,bistum-osnabrueck.de,ok,200,integro,https://bistum-osnabrueck.de/,15,24,0,media,,
Bistumsarchiv Essen,bistumsarchiv-essen,Germany,Europe,DE-2145,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2145,True,True,http://www.kirchliche-archive.de,kirchliche-archive.de,erro,,instavel,http://www.kirchliche-archive.de,0,0,0,alta,,Timeout ou falha no carregamento
Bistumsarchiv Fulda,bistumsarchiv-fulda,Germany,Europe,DE-Ful3,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ful3,True,True,http://www.katholische-archive.de/Di%C3%B6zesanarchive/Fulda/tabid/79/Default.aspx,katholische-archive.de,http_error,404,quebrado,https://www.katholische-archive.de/Di%C3%B6zesanarchive/Fulda/tabid/79/Default.aspx,0,0,0,alta,Titulo da pagina sugere erro ou landing page generica.,
Brandenburgisches Landeshauptarchiv,brandenburgisches-landeshauptarchiv,Germany,Europe,DE-2367,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2367,True,True,https://blha.brandenburg.de/index.php,blha.brandenburg.de,http_error,404,quebrado,https://blha.brandenburg.de/index.php,0,0,1,alta,,
Bundesarchiv,bundesarchiv,Germany,Europe,DE-1958,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-1958,True,True,http://www.bundesarchiv.de/service/kontakt/index.html.de,bundesarchiv.de,http_error,400,quebrado,http://www.bundesarchiv.de/service/kontakt/index.html.de,0,0,0,alta,,
"Deutsches Archäologisches Institut, Athen, Archiv",deutsches-arch-ologisches-institut-athen-archiv,Greece,Europe,DE-2855,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2855,True,True,https://www.dainst.org/athen/archiv,dainst.org,ok,200,integro,https://www.dainst.org/athen/archiv,0,0,1,baixa,,
Deutsches Exilarchiv,deutsches-exilarchiv,Germany,Europe,DE-101e,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-101e,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-101e,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Diözesanarchiv Limburg,di-zesanarchiv-limburg,Germany,Europe,DE-2827,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2827,True,True,https://dioezesanarchiv.bistumlimburg.de/,dioezesanarchiv.bistumlimburg.de,ok,200,integro,https://dioezesanarchiv.bistumlimburg.de/,0,1,0,media,,
Dokumentations- und Forschungsstelle der Sozialversicherungsträger,dokumentations-und-forschungsstelle-der-sozialversicherungstr-ger,Germany,Europe,DE-2306,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2306,True,True,http://www.sv-dok.de,sv-dok.de,ok,200,integro,http://www.sv-dok.de/,0,0,0,baixa,,
Evangelische Kirche von Westfalen. Landeskirchliches Archiv,evangelische-kirche-von-westfalen-landeskirchliches-archiv,Germany,Europe,DE-2150,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2150,True,True,http://archiv-ekvw.de,archiv-ekvw.de,ok,200,integro,https://www.archiv-ekvw.de/ueber-uns,0,0,0,baixa,,
Forschungsstelle für Zeitgeschichte in Hamburg,forschungsstelle-f-r-zeitgeschichte-in-hamburg,Germany,Europe,DE-2125,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2125,True,True,http://www.zeitgeschichte-hamburg.de,zeitgeschichte-hamburg.de,erro,,instavel,http://www.zeitgeschichte-hamburg.de,0,0,0,alta,,Timeout ou falha no carregamento
Gedenkstätte Buchenwald,gedenkst-tte-buchenwald,Germany,Europe,DE-MUS-880019,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-MUS-880019,True,True,https://www.buchenwald.de/recherche/archiv,buchenwald.de,ok,200,integro,https://www.buchenwald.de/recherche/archiv,0,0,2,baixa,,
Geheimes Staatsarchiv Preußischer Kulturbesitz,geheimes-staatsarchiv-preu-ischer-kulturbesitz,Germany,Europe,DE-B41,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-B41,True,True,https://gsta.preussischer-kulturbesitz.de,gsta.preussischer-kulturbesitz.de,ok,200,integro,https://gsta.preussischer-kulturbesitz.de/,0,0,0,baixa,,
Gemeindearchiv Bönen,gemeindearchiv-b-nen,Germany,Europe,DE-Bne1,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Bne1,True,True,http://www.boenen.de,boenen.de,ok,200,integro,https://www.boenen.de/,0,0,0,baixa,,
Handschriftenarchiv Dresdner Kreuzchor,handschriftenarchiv-dresdner-kreuzchor,Germany,Europe,DE-2535,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2535,True,True,http://archiv.handschriften.bplaced.de/,archiv.handschriften.bplaced.de,ok,200,integro,http://archiv.handschriften.bplaced.de/,1,1,0,media,,
Haus der Stadtgeschichte - Stadtarchiv Ulm,haus-der-stadtgeschichte-stadtarchiv-ulm,Germany,Europe,DE-U13,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-U13,True,True,http://www.stadtarchiv.ulm.de,stadtarchiv.ulm.de,erro,,instavel,http://www.stadtarchiv.ulm.de,0,0,0,alta,,Timeout ou falha no carregamento
"Herder-Institut für historische Ostmitteleuropaforschung, Dokumentesammlung",herder-institut-f-r-historische-ostmitteleuropaforschung-dokumentesammlung,Germany,Europe,DE-1988,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-1988,True,True,https://www.herder-institut.de/abteilungen/dokumentesammlung.html,herder-institut.de,http_error,404,quebrado,https://www.herder-institut.de/abteilungen/dokumentesammlung.html,0,1,0,alta,,
Hessisches Hauptstaatsarchiv,hessisches-hauptstaatsarchiv,Germany,Europe,DE-2555,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2555,True,True,http://www.hauptstaatsarchiv.hessen.de,landesarchiv.hessen.de,ok,200,integro,https://landesarchiv.hessen.de//,0,0,0,baixa,,
Hessisches Staatsarchiv Darmstadt,hessisches-staatsarchiv-darmstadt,Germany,Europe,DE-2556,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2556,True,True,http://www.stad.hessen.de,landesarchiv.hessen.de,ok,200,integro,https://landesarchiv.hessen.de//,0,0,0,baixa,,
Hessisches Staatsarchiv Marburg,hessisches-staatsarchiv-marburg,Germany,Europe,DE-2551,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2551,True,True,http://www.staatsarchiv-marburg.hessen.de/,landesarchiv.hessen.de,ok,200,integro,https://landesarchiv.hessen.de//,0,0,0,baixa,,
Historisches Archiv des Erzbistums Köln,historisches-archiv-des-erzbistums-k-ln,Germany,Europe,DE-2113,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2113,True,True,http://www.erzbistumsarchiv-koeln.de,erzbistum-koeln.de,ok,200,integro,https://www.erzbistum-koeln.de/kultur_und_bildung/historisches-archiv/#,0,0,0,baixa,,
"Historisches Archiv in der Stiftung ""Deutsches Technikmuseum Berlin"" (SDTB)",historisches-archiv-in-der-stiftung-deutsches-technikmuseum-berlin-sdtb,Germany,Europe,DE-2226,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2226,True,True,https://technikmuseum.berlin/sammlung/historisches-archiv/,technikmuseum.berlin,ok,200,integro,https://technikmuseum.berlin/sammlung/historisches-archiv/,0,0,2,baixa,,
Historisches Archiv Krupp,historisches-archiv-krupp,Germany,Europe,DE-2162,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2162,True,True,https://www.thyssenkrupp.com/de/konzern/geschichte_archive_k1_2.html,thyssenkrupp.com,ok,200,integro,https://www.thyssenkrupp.com/de/unternehmen/historie/archive,0,0,1,baixa,,
Historisches Archiv Tourismus,historisches-archiv-tourismus,Germany,Europe,DE-4295,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-4295,True,True,https://www.tu.berlin/arte/hat,tu.berlin,ok,200,integro,https://www.tu.berlin/arte/hat,0,1,0,media,,
"Hochschule für Bildende Künste Dresden, Archiv und Kustodie",hochschule-f-r-bildende-k-nste-dresden-archiv-und-kustodie,Germany,Europe,DE-2349,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2349,True,True,http://www.hfbk-dresden.de,hfbk-dresden.de,ok,200,integro,https://www.hfbk-dresden.de/,0,0,0,baixa,,
Institut für Geschichte der Medizin,institut-f-r-geschichte-der-medizin,Germany,Europe,DE-Stg255,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Stg255,True,True,https://www.igm-bosch.de/startseite.html,igm-bosch.de,ok,200,integro,https://www.igm-bosch.de/Aktuelles.html,0,0,0,baixa,,
Institut für Stadtgeschichte Frankfurt am Main,institut-f-r-stadtgeschichte-frankfurt-am-main,Germany,Europe,DE-2215,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2215,True,True,http://stadtgeschichte-frankfurt.de,stadtgeschichte-ffm.de,ok,200,integro,https://www.stadtgeschichte-ffm.de/,0,3,0,media,,
Internationales Archiv für Heilpädagogik | Emil E. Kobi Institut,internationales-archiv-f-r-heilp-dagogik-emil-e-kobi-institut,Germany,Europe,DE-00000028672,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000028672,True,True,http://www.archiv-heilpaedagogik.de,archiv-heilpaedagogik.de,ok,200,integro,https://archiv-heilpaedagogik.de/,0,0,0,baixa,,
Kommunalarchiv Minden - Archiv der Stadt Minden und des Kreises Minden-Lübbecke,kommunalarchiv-minden-archiv-der-stadt-minden-und-des-kreises-minden-l-bbecke,Germany,Europe,DE-489,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-489,True,True,http://www.kommunalarchiv-minden.de/,kommunalarchiv-minden.de,ok,200,integro,https://www.kommunalarchiv-minden.de/,0,0,0,baixa,,
Konrad-Adenauer-Stiftung e.V. - Archiv für Christlich-Demokratische Politik,konrad-adenauer-stiftung-e-v-archiv-f-r-christlich-demokratische-politik,Germany,Europe,DE-2133,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2133,True,True,http://www.kas.de/wf/de/42.7/,kas.de,restrito,403,restrito,http://www.kas.de/wf/de/42.7/,0,0,0,alta,,
