institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://www.youtube.com/watch?v=rpbG964pgfU,Spanska sjukan 1918 - ett familjeöde i Kungsåra,Spanska sjukan 1918 - ett familjeöde i Kungsåra,I filmen berättar personal från Västerås stadsarkiv om en statarfamilj som bodde i utkanten av Västerås och där fadern i familjen drabbades av spanska sjukan...,2021-04-14T00:56:35-07:00
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://www.youtube.com/watch?v=kZ5Vm-H3ESY,Jullunch på Hwasserska skolan 1931 - Syntolkad visning,Jullunch på Hwasserska skolan 1931 - Syntolkad visning,Syntolkning av fotografi från 1931 som är taget av Västeråsfotografen Emil Wijgård i samband med en jullunch på Hwasserska skolan i Västerås.Arkivarie Camill...,2023-01-17T04:34:10-08:00
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://www.youtube.com/watch?v=oazYVTJpfzc,Kvinnorna i Västerås som kämpade för rösträtt,Kvinnorna i Västerås som kämpade för rösträtt,I filmen berättar personal från Västerås stadsarkiv om kvinnorna som satt i styrelsen 1918 för Föreningen för kvinnans politiska rösträtt här i Västerås. Fil...,2021-03-11T00:50:03-08:00
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://www.youtube.com/watch?v=SayBy_XZhN8,Ute blåser rösträttsvind - Kvinnors kamp för rösträtt i Västerås och Västmanland,Ute blåser rösträttsvind - Kvinnors kamp för rösträtt i Västerås och Västmanland,Hör Johan Andersson från Västerås stadsarkiv berätta om de västmanländska kvinnor som engagerade sig för rösträtten och medverkade till demokratins genombrot...,2021-10-15T07:16:26-07:00
Archiv für Agrargeschichte - Archives de l'histoire rurale - Archives of rural history Archives de l'histoire rurale Archivio della storia rurale Archives of rural history,archiv-f-r-agrargeschichte-archives-de-l-histoire-rurale-archives-of-rural-history-archives-de-l-histoire-rurale-archivio-della-storia-rurale-archives-of-rural-history,Switzerland,Europe,CH-001652-1,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-001652-1,True,True,http://www.histoirerurale.ch,YouTube,https://www.youtube.com/embed/KFe27AgqFjI,YouTube,YouTube,,
"Archiv für Zeitgeschichte, ETH Zürich",archiv-f-r-zeitgeschichte-eth-z-rich,Switzerland,Europe,CH-000919-9,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000919-9,True,True,https://onlinearchives.ethz.ch/,YouTube,https://www.youtube.com/watch?v=aW3rHwCIWjg,Der virtuelle Lesesaal des Archivs für Zeitgeschichte,Der virtuelle Lesesaal des Archivs für Zeitgeschichte,"In diesem Video wird in aller Kürze erklärt, was der virtuelle Lesesaal des Archivs für Zeitgeschichte zu bieten hat und wie er zu bedienen ist (KI-Stimme: E...",2025-12-16T04:12:01-08:00
Schweizerisches Bundesarchiv Archives fédérales suisses Archivio federale svizzero,schweizerisches-bundesarchiv-archives-f-d-rales-suisses-archivio-federale-svizzero,Switzerland,Europe,CH-000018-2,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000018-2,True,True,http://www.bar.admin.ch,YouTube,https://www.youtube.com/embed/DBmmbh6lc88?wmode=transparent,YouTube,YouTube,,
Schweizerisches Bundesarchiv Archives fédérales suisses Archivio federale svizzero,schweizerisches-bundesarchiv-archives-f-d-rales-suisses-archivio-federale-svizzero,Switzerland,Europe,CH-000018-2,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000018-2,True,True,http://www.bar.admin.ch,YouTube,https://www.youtube.com/embed/tpi2v_UMb-A?wmode=transparent&si=cclmHeBvEROZUKh8,YouTube,YouTube,,
Stiftsbibliothek St. Gallen,stiftsbibliothek-st-gallen,Switzerland,Europe,CH-000093-7,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000093-7,True,True,http://www.stibi.ch,Instagram,https://www.instagram.com/p/B3_yyAYg5RT/,"Stiftsbezirk St. Gallen on Instagram: ""Der Barocksaal der Stiftsbibliothek wieder einmal ins Licht gerückt... von © Peter Fischer #stiftsbibliothekstgallen #barocksaal #deckengemälde""","Stiftsbezirk St. Gallen on Instagram: ""Der Barocksaal der Stiftsbibliothek wieder einmal ins Licht gerückt... von © Peter Fischer #stiftsbibliothekstgallen #barocksaal #deckengemälde""","334 likes, 4 comments - stiftsbezirk_stiftsbibliothek on October 24, 2019: ""Der Barocksaal der Stiftsbibliothek wieder einmal ins Licht gerückt... von © Peter Fischer #stiftsbibliothekstgallen #barocksaal #deckengemälde"".",
Universitätsbibliothek Bern - Schweizerische Osteuropabibliothek SOB,universit-tsbibliothek-bern-schweizerische-osteuropabibliothek-sob,Switzerland,Europe,CH-00000032288,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-00000032288,True,True,http://www.unibe.ch/ub/sob,YouTube,https://youtu.be/Bq4XfULfz0w,Zeitungsbestand der Schweizerischen Osteuropabibliothek SOB,Zeitungsbestand der Schweizerischen Osteuropabibliothek SOB,Wollen Sie die Geschichte des östlichen Europas anhand von originalen Quellen kennen lernen? Der Zeitungsbestand der Schweizerischen Osteuropabibliothek ist ...,2023-06-19T04:19:44-07:00
Universitätsbibliothek Bern - Schweizerische Osteuropabibliothek SOB,universit-tsbibliothek-bern-schweizerische-osteuropabibliothek-sob,Switzerland,Europe,CH-00000032288,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-00000032288,True,True,http://www.unibe.ch/ub/sob,YouTube,https://www.youtube.com/embed/Bq4XfULfz0w,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/f6tKkLDLs0E?si=HKrBtJBkZBaJGlHR&wmode=transparent,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/avUkCJKaLkQ?si=2dttZLn4dvMOFcz1&wmode=transparent,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/y2793IaOnxQ?si=F0c-2FhlSVAcjc8M&wmode=transparent,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/U03YoHWfJi8?si=cLtp9Qw-OQRRQioH&wmode=transparent,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/g_Wol-Hyuok?si=eCgBRrdKciWZOtHV&wmode=transparent,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/VynzQ1gaFxw?si=_3I0ynmOhrCC78x3&wmode=transparent,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/TSmD3zj8hCA?si=2VFqh_VWy8TjK5FH&wmode=transparent,YouTube,YouTube,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,YouTube,https://www.youtube.com/embed/8e2-ZtbMqxw?si=sCs_qKGYcjP-XgbA&wmode=transparent,YouTube,YouTube,,
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,Vimeo,https://player.vimeo.com/video/787543712?h=f58dd0cd73,The Light in the Hall - Iwan Rheon,The Light in the Hall - Iwan Rheon,"This is ""The Light in the Hall - Iwan Rheon"" by ""Cyngor Sir Gâr | Carms Council"" on Vimeo, the home for high quality videos and the people who love them.",2023-01-09T07:04:03-05:00
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,Vimeo,https://player.vimeo.com/video/787536467?h=e82aaed7e4,The Light in the Hall - Producer Eryl Phillips,The Light in the Hall - Producer Eryl Phillips,"This is ""The Light in the Hall - Producer Eryl Phillips"" by ""Cyngor Sir Gâr | Carms Council"" on Vimeo, the home for high quality videos and the people who love them.",2023-01-09T06:36:13-05:00
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,Vimeo,https://player.vimeo.com/video/787536500?h=00a8809ee3,The Light in the Hall - Joana Scanlan,The Light in the Hall - Joana Scanlan,"This is ""The Light in the Hall - Joana Scanlan"" by ""Cyngor Sir Gâr | Carms Council"" on Vimeo, the home for high quality videos and the people who love them.",2023-01-09T06:36:22-05:00
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,Vimeo,https://player.vimeo.com/video/787605768?h=ef94297101,,,,
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,Vimeo,https://player.vimeo.com/video/787543667?h=b6739c3a7d,Jungle Cry - Julian Lewis Jones (E),Jungle Cry - Julian Lewis Jones (E),"This is ""Jungle Cry - Julian Lewis Jones (E)"" by ""Cyngor Sir Gâr | Carms Council"" on Vimeo, the home for high quality videos and the people who love them.",2023-01-09T07:03:52-05:00
"Bill Douglas Cinema Museum, University of Exeter",bill-douglas-cinema-museum-university-of-exeter,United Kingdom,Europe,GB-2869,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2869,True,True,http://www.bdcmuseum.org.uk/,YouTube,https://www.youtube.com/embed/iyaCer9zuEQ,YouTube,YouTube,,
"Birkbeck Library Archives and Special Collections, University of London",birkbeck-library-archives-and-special-collections-university-of-london,United Kingdom,Europe,GB-1832,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1832,True,True,http://www.bbk.ac.uk/lib/subguides/generalref/Archives,YouTube,https://www.youtube.com/watch?v=JxuOxZx7w7A,Rediscovered: Medieval Books at Birkbeck,Rediscovered: Medieval Books at Birkbeck,This video introduces Birkbeck's small collection of four medieval books: three fifteenth-century manuscripts and one printed book. The books had been forgot...,2017-03-02T04:33:08-08:00
British Film Institute,british-film-institute,United Kingdom,Europe,GB-1456,Media archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1456,True,True,http://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-collections,YouTube,https://www.youtube.com/embed/2AVisfWtgTs?feature=oembed,YouTube,YouTube,,
British Film Institute,british-film-institute,United Kingdom,Europe,GB-1456,Media archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1456,True,True,http://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-collections,YouTube,https://www.youtube.com/embed/D00UTbCp2H8?feature=oembed,YouTube,YouTube,,
