institution,slug,country,continent,repository_code,archive_type,estonian_film_archive_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/NXS1oMpO7nM,Ehitame industriaalmeetodil,Newsreel; Reet Kasesalu,Männiku tehases toodetakse ümmarguste avadega paneele. Motorist Veera Ivanova hooleks on vormide betoneerimine. Tänavu hakkas Männiku tehas tootma ka monteeritavaid vaheseinu. Seinapaneelid transporditakse ehitusele ja ehitajad paigutavad tubade vaheseinad kohale. | 1009-3 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4212&q=1009&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/f8bGOoLmxZP,Ehitame industriaalmeetodil,Newsreel; Reet Kasesalu,"Vaated Tallinna, Narva ja Kohtla-Järve uutele hoonetele ja alles ehitusjärgus majadele. Narvas on üle mindud monteeritavate ehitusdetailide kasutamisele. Männiku tehases toodetakse ümmarguste avadega paneele. Motorist Veera Ivanova hooleks on vormide betoneerimine, loomulikult on kogu töö mehhaniseeritud. Seinapaneelid transporditakse ehitusele ja ehitajad paigutavad tubade vaheseinad kohale. Tööjõudu kulub kolm korda vähem ja omahind on tunduvalt odavam. Lasnamäe tehases valmistatud raudbetoonist ehitusdetailid keevitatakse kokku ehitusplatsil. Näidatakse esimeste monteeritavate katusepaneelide paigaldamist Endla tänavas. Ei mingeid puust sarikaid, roove ja laudu! Vett selline katus läbi ei lase. Ühel teisel ehitusel samas tänavas rakendatakse samuti uut ehitusmeetodit: tellistest laotud seinad kaetakse kohe krohviga. Elektrimehed on samuti kohe platsis. Ka fassadikrohvi on võimalik monteerida tavalistest terrassiitkrohvist plaatidest. Tekivad terved uusehituste kvartalid. Operaator külastab uut Narva maanteel asuvat korterit, kus elab Tallinna vineeri- ja mööblivabriku insener Juhan Aire oma tütardega. | Nõukogude Eesti, temaatiline nr 29 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4212&q=1009&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/YqskqLbURis,Ehitame industriaalmeetodil,Newsreel; Reet Kasesalu,Narvas on üle mindud monteeritavate ehitusdetailide kasutamisele. Demonstreeritakse suurpaneel-vahelagede valmistamist tehases. | 1009-2 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4212&q=1009&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/GIRKeOjVaIz,Elva rajooni Hellenurme kolhoos,Newsreel; Igor Jeltsov,"Eesrindlikku Hellenurme kolhoosi tutvustav ringvaade. Piimakarja- ja seakasvatus, moodsate loomapidamishoonete ehitamine, jooksvad põllutööd. Käimas on sügisesed põllutööd, taliviljad on juba koristatud, kombainer Kalju Tiiman Rõngu traktorijaamast lõikab kombainiga suvivilja. | tipo de filme: Newsreel | direção: Igor Jeltsov | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4217&q=1014&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/HtnA9EoAQls,Emale naistepäevaks,Newsreel; Nikolai Dolinski,"Tallinna lasteaia lapsed valmistavad suure hoolega emadele 8. märtsiks kingitusi. Kes joonistab, voolib plastiliini, lõikab paberit. Kasvataja juhendab. Pala lõpus esitab tütarlaps luuletuse emale. | Nõukogude Eesti nr 10 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4193&q=990&i=f&l=&per-page=25 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/_uDPXNtU4qU,Esimene laiekraankino vabariigis,Newsreel; Nikolai Dolinski,"Haapsalus avatakse vabariigi esimene laiekraankino Oktoober. Külastajad tutvuvad värskelt valminud kino siseruumide ja kinosaaliga, mis mahutab kolmsada külalist ning mille ekraani laius on ligi kümme meetrit. Aparaadiruum on varustatud uusimate kodumaiste seadmetega. Avapäeval näidatakse publikule filme ""Kamtšatkal"" ja ""Ilja Muromets"". | Nõukogude Eesti nr 44 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4227&q=1024&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/bQlo8P3V6Ti,Filmireportaaž,Newsreel; Viktor Nevežin,"Suvilate aiad on kujundatud rooside ja skulptuuridega. Põllumajandusprojekti arhitektid on kavandanud suvemaju koos sobiva mööbliga, tuuakse näiteid elamutest. Metsamajanduse valitsusel on plaan selliseid kergeid suvemaju massiliselt tootma hakata. | Nõukogude Eesti nr 37 | tipo de filme: Newsreel | direção: Viktor Nevežin | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4220&q=1017&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/CaG_uDURoJ4,Filmireportaaž. Uudismaalaste austamisõhtu,Newsreel; Reet Kasesalu,Kasahstanis olnud uudismaalaste austamisõhtu Tallinnas. | 1020-3 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/film/view?id=4223&q=1020 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/hWbX0LdNYEq,Haapsalu viinamarjad,Newsreel; Semjon Školnikov,"Haapsalu aiandushuviline Julie Martinson kasvatab oma koduaias viinamarju. Ta on saanud viinamarjade kasvatamise eest diplomeid ja tunnustust ning jaganud oma kogemusi, nii et juba seitsmekümnes Eestimaa aias kasvatatakse viinamarju. Saak on tänavugi hea. | Nõukogude Eesti nr 36 | tipo de filme: Newsreel | direção: Semjon Školnikov | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4219&q=1016&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/-pH4r5QEtEj,Heeringapüügile,Newsreel; Reet Kasesalu,Eesti kalalaevastiku uusim ujuvbaaslaev Ural seisab sadamas enne esimest ookeanisõitu. Modernses laevas on hubased meeskonnaruumid. Kapten Jarkovoi jälgib viimaseid ettevalmistusi esimeseks Atlandi-reisiks. | 1020-5 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4223&q=1020&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/1EeUUJUl9Mk,Helsingi - Tartu kergejõustikus,Newsreel; Semjon Školnikov,Tartu Riikliku Ülikooli uuel staadionil toimuvad Tartu ja Helsingi üliõpilaste kergejõustikuvõistlused. | 1018-6 | tipo de filme: Newsreel | direção: Semjon Školnikov | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4221&q=1018&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/D5NUjzU8YVu,Ilmarise konstruktoreilt oktoobripühadeks,Newsreel; Semjon Školnikov,"Ilmarine on ainuke tehas NSV Liidus, kus valmistatakse tahmapuhureid küttekolletele. Elmar Priimägi montaažitööliste brigaad monteerib puhureid täiuslikult kokku. | 1018-4 | tipo de filme: Newsreel | direção: Semjon Školnikov | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4221&q=1018&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/XELHZIljz61,In the Backyard,Feature film; Drama; Viktor Nevežin,"The story of the distressed residents living in poor slums during the economic crisis of the first Estonian Republic in early 1930s. It is the life in the backyard both literally and symbolically. | Based on the story ""In the Backyard"" by Oskar Luts. | tipo de filme: Feature film | gênero: Drama | direção: Viktor Nevežin | ano: 1957 | duração: 01:18:54 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=5015&q=tagahoovis&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/406 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/Kw4Pgk2WwyS,Isetegevuslik helilooja,Newsreel; Reet Kasesalu,"Harrastusmuusik Kaarel Tuberik dirigeerib Tartu Kultuurihoone estraadiorkestrit. Esitusele tuleb Tuberiku värske valss ""Õhtu rannal"". Seda esitab autori taktikepi all Tartu ametiühingute kultuurimaja estraadiorkester ning solistiks on Leonhard Kelle. | Nõukogude Eesti nr 45 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4228&q=1025&i=f&l=&per-page=25 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/e3ZppIwYYHg,Järvakandi klaasitehases,Newsreel; Nikolai Dolinski,Järvakandi klaasitehase automaatseadmetega täiendatud tootmismasinad. | 993-3 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4196&q=993&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/YudbiWz4hGV,Jääluure,Newsreel; Nikolai Dolinski,Eesti ranniku jääolude uurimine laevaliikluse jääkaardi koostamiseks. Igal nädalal stardib Ülemistelt lennuk hüdrometeoroloog Valentina Subbotinaga tuhandekilomeetrilisele õhumatkale piki rannikut. Subbotina uurib ülevalt jääolusid ja koostab rannavete jääkaardi. Lennukiaknast on näha jääpraam Sõprus Kuivastusse teed rajamas ja laev jäätükkide vahel. Jääteated on kaluritele ja rannalaevadele suureks abiks. | Nõukogude Eesti nr 13 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4196&q=993&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/9zMHvswO08b,Karl Ernst Särgava 89. sünnipäev,Newsreel; Reet Kasesalu,Pirita-Kosele Karl Ernst Särgava kodumajja saabuvad reaalkooli kunagised õpilased õnnitlema oma klassijuhatajat ja kirjanikku tema 89. sünnipäeval. | 998-6 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4201&q=998&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/Q_bdhS1_wAy,Karl Ots - 75,Newsreel; Semjon Školnikov,"Eesti NSV teenelise kunstniku ja ENSV rahvakunstniku Karl Otsa juubeli tähistamine RAT Estonias ooperiga ""Tormide rand"". Stseen lavastusest, kus soleerib juubilar. | 1016-7 | tipo de filme: Newsreel | direção: Semjon Školnikov | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4219&q=1016&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/ebOCJ3Zu21k,Kas tunned maad: Padise,Newsreel; Reet Kasesalu,Tutvustatakse Padise tsistertslaste mungaordu kloostrit. Omaaegne gravüür Padise kloostrist ning kloostrivaremete välis- ja sisevaated. | 1023-5 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4226&q=1023&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/J_Asihp4CBD,Kas tunned maad: Ruhnu,Newsreel; Reet Kasesalu,"Sarjas „Kas tunned maad?“ tutvustatakse 150 elanikuga väikest Ruhnu saart. Kaadrites Eesti vanim puukirik, rookatustega elumajad. Saarele tuuakse elekter, töötab telefoniside, sõidavad mootorrattad ja traktorid ning kalurid püüavad merel angerjat. | 1012-4 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4215&q=1012&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/ja3crugXljw,Kaubanduspalatis,Newsreel; Nikolai Dolinski,"Tutvustatakse üleliidulise kaubanduspalati Eesti NSV osakonna kaupu. Demonstreeritakse huvitavaid ja erilisi kaupu: lauake, milles peidus peegel; kapp, mida võib kasutada ka trepina; lahtikäiv tugitoolvoodi; huvitavad nagid; Norma välklambid; kaunid jalanõud naistele. | 1028-6 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/film/view?id=4231&q=1028 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/4tpGVIwSdD5,Kohalike nõukogude valimiste eel,Newsreel; Vladimir Parvel,Kohalike valimiste eelne koosolek Tallinna vineeri- ja mööblivabriku montaažiosakonnas. | 982-1 | tipo de filme: Newsreel | direção: Vladimir Parvel | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4185&q=982&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/TiAK5Ja9AyR,Kohtla-Järve sovhoosi aiamajand,Newsreel; Reet Kasesalu,Kohtla-Järve sovhoosi aiamajand. Endises Järve mõisas loodi Kohtla-Järve kaevurite paremaks toiduga varustamiseks kasvulavad. Kasvuhoonetes kasutatakse kunstlikku päevavalgust ja köetakse gaasi abil. Naised istutavad kurgitaimi ja kitkuvad rohelist sibulat söögiks. | 991-3 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4194&q=991&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/6j73OF9Vd3l,Kondiitrivabrikus Uus Kalev,Newsreel; Nikolai Dolinski,"Uus Kalevi šokolaaditsehh kujuneb võimsuselt Baltimaade suurimaks, kuna siin toodetakse poole rohkem kondiitrisaadusi kui vanas Kalevis ja Karamellis kokku. Sisseseade on tehnika viimane sõna, ligi kolm neljandikku kõigist töödest on automatiseeritud. Töölised jälgivad mõõteriistu ja kontrollivad masinate tööd šokolaadi valmistamise protsessis. | Nõukogude Eesti nr 44 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4227&q=1024&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/9fzMuXF-1WS,Kreenholmi Manufaktuur juubeli eel,Newsreel; Nikolai Dolinski,"Ettevalmistused Kreenholmi manufaktuuri 100. aastapäeva tähistamiseks. On saabunud järjekordne saadetis uusi kudumismasinaid, neid vinnatakse akende kaudu kõrgemale korrusele. Juhataja asetäitja Konstantin Jõgiste juhtimisel monteeritakse masinaid kokku. | 995-3 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4198&q=995&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/P2Gh9MWg49a,Kuidas peaks tantsima,Newsreel; Nikolai Dolinski,"Kriitiline pala lohakuse ja oskamatuse vastu tantsupõrandal. Esmalt tuuakse näide ebaoskuslikust ehk ""lõnguste tantsustiilist"", seejärel demonstreerib tantsupaar aeglase valsi ja rumba korrektset tantsimist. | Nõukogude Eesti nr 13 | tipo de filme: Newsreel | direção: Nikolai Dolinski | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4196&q=993&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/OXSXa1twRdV,Kõrge autasu eesti teatrikunstile,Newsreel; Reet Kasesalu,"Vanemuise teatrirahvale jagatakse pidulikul aktusel kätte autasud. Ministrite nõukogu esimees Aleksei Müürisepp annab Eesti vanimale teatrile üle Tööpunalipu ordeni. Rahvakunstnik Ants Lauter saab Lenini ordeni, rahvakunstnik Epp Kaidu ja teatri peanäitejuht Kaarel Ird Tööpunalipu ordenid. | 991-2 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4194&q=991&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1957
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/e_uhTRhEap9,Lavastaja Tsõpluhhini juubel,Newsreel; Vladimir Parvel,ENSV Riikliku Vene Draamateatri lavastaja Viktor Tsõpluhhini 25. lavategevusaasta tähistamine. | 982-5 | tipo de filme: Newsreel | direção: Vladimir Parvel | ano: 1957 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4185&q=982&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1957
