institution,slug,country,continent,repository_code,ape_detail_url,archive_type,external_url,website_available,content_available_in_ape
Stadtarchiv Kiel,stadtarchiv-kiel,Germany,Europe,DE-476,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-476,Municipal archives,http://www.kiel.de/kultur/stadtarchiv/,True,True
Stadtarchiv Korschenbroich,stadtarchiv-korschenbroich,Germany,Europe,DE-2465,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2465,Municipal archives,http://www.korschenbroich.de/freizeit_tourismus/Stadtarchiv/Bestaende.php,True,True
Stadtarchiv Krefeld,stadtarchiv-krefeld,Germany,Europe,DE-Kr7,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Kr7,Municipal archives,https://www.krefeld.de/de/stadtarchiv/41-stadtarchiv/,True,True
Stadtarchiv Leipzig,stadtarchiv-leipzig,Germany,Europe,DE-2120,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2120,Municipal archives,http://www.leipzig.de/stadtarchiv,True,True
Stadtarchiv Lemgo,stadtarchiv-lemgo,Germany,Europe,DE-Lmg1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Lmg1,Municipal archives,http://www.stadtarchiv-lemgo.de,True,True
Stadtarchiv Leverkusen,stadtarchiv-leverkusen,Germany,Europe,DE-Le2,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Le2,Municipal archives,https://www.kulturstadtlev.de/stadtarchiv/home.html,True,True
Stadtarchiv Lohmar,stadtarchiv-lohmar,Germany,Europe,DE-2171,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2171,Municipal archives,http://www.lohmar.de/buergerservice-aktuelles-verwaltung-und-rat/stadtarchiv/,True,True
Stadtarchiv Magdeburg,stadtarchiv-magdeburg,Germany,Europe,DE-Ma26,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ma26,Municipal archives,http://www.magdeburg.de/Buerger/Forschung_Bildung/Stadtarchiv/,True,True
Stadtarchiv Mainz,stadtarchiv-mainz,Germany,Europe,DE-1966,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-1966,Municipal archives,http://www.stadtarchiv.mainz.de,True,True
Stadtarchiv Mannheim - Institut für Stadtgeschichte,stadtarchiv-mannheim-institut-f-r-stadtgeschichte,Germany,Europe,DE-Mh40,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Mh40,Municipal archives,http://www.stadtarchiv.mannheim.de,True,True
Stadtarchiv Marktoberdorf,stadtarchiv-marktoberdorf,Germany,Europe,DE-00000029018,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000029018,County/local authority archives,https://www.marktoberdorf.de/rathaus/stadtarchiv,True,True
Stadtarchiv Monschau,stadtarchiv-monschau,Germany,Europe,DE-791,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-791,Municipal archives,http://www.monschau.de,True,True
Stadtarchiv München,stadtarchiv-m-nchen,Germany,Europe,DE-1992,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-1992,Municipal archives,http://www.muenchen.de/rathaus/Stadtverwaltung/Direktorium/Stadtarchiv.html,True,True
Stadtarchiv Neukirchen-Vluyn,stadtarchiv-neukirchen-vluyn,Germany,Europe,DE-2390,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2390,Municipal archives,http://www.neukirchen-vluyn.de,True,True
Stadtarchiv Neuss,stadtarchiv-neuss,Germany,Europe,DE-Nus1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Nus1,Municipal archives,http://www.stadtarchiv-neuss.de,True,True
Stadtarchiv Oldenburg,stadtarchiv-oldenburg,Germany,Europe,DE-2139,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2139,Municipal archives,http://oldenburg.de/stadtarchiv,True,True
Stadtarchiv Pulheim,stadtarchiv-pulheim,Germany,Europe,DE-2211,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2211,Municipal archives,http://www.pulheim.de/rat-und-verwaltung/stadtverwaltung/stadtarchiv/?id=25056,True,True
Stadtarchiv Rendsburg,stadtarchiv-rendsburg,Germany,Europe,DE-00000029005,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000029005,Municipal archives,https://www.rendsburg.de/stadt-geschichte/stadtarchiv,True,True
Stadtarchiv Reutlingen,stadtarchiv-reutlingen,Germany,Europe,DE-1983,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-1983,Municipal archives,http://www.reutlingen.de/stadtarchiv,True,True
Stadtarchiv Rheinberg,stadtarchiv-rheinberg,Germany,Europe,DE-2137,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2137,Municipal archives,http://www.rheinberg.de,True,True
Stadtarchiv Saarlouis,stadtarchiv-saarlouis,Germany,Europe,DE-Sar1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Sar1,Municipal archives,https://www.saarlouis.de/leben-in-saarlouis/kultur/stadtarchiv/?lang=de,True,True
Stadtarchiv Sankt Augustin,stadtarchiv-sankt-augustin,Germany,Europe,DE-Sie7,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Sie7,Municipal archives,http://www.sankt-augustin.de/stadtarchiv,True,True
Stadtarchiv Schwerin,stadtarchiv-schwerin,Germany,Europe,DE-2445,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2445,Municipal archives,https://www.schwerin.de/kultur-tourismus/kunst-kultur/volkshochschule-literatur-bibliotheken-archive/stadtarchiv/unser-stadtarchiv/,True,True
Stadtarchiv Soest,stadtarchiv-soest,Germany,Europe,DE-278,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-278,Municipal archives,http://www.soest.de/03leben_wohnen/kultur/archiv/117040100000015994.php,True,True
Stadtarchiv Solingen,stadtarchiv-solingen,Germany,Europe,DE-Sol1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Sol1,Municipal archives,http://www.stadtarchiv.solingen.de,True,True
Stadtarchiv Speyer,stadtarchiv-speyer,Germany,Europe,DE-Sp7,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Sp7,Municipal archives,http://www.stadtarchiv.speyer.de,True,True
Stadtarchiv Trier - Standort Weberbach,stadtarchiv-trier-standort-weberbach,Germany,Europe,DE-2598,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2598,Municipal archives,http://www.stadtbibliothek-weberbach.de/Startseite/,True,True
Stadtarchiv Verl,stadtarchiv-verl,Germany,Europe,DE-2179,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2179,Municipal archives,http://www.archive.nrw.de,True,True
Stadtarchiv Wegberg,stadtarchiv-wegberg,Germany,Europe,DE-2373,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2373,Municipal archives,http://www.archive.nrw.de/kommunalarchive/kommunalarchive_u-z/w/Wegberg/wir_ueber_uns/index.php,True,True
Stadtarchiv Werl,stadtarchiv-werl,Germany,Europe,DE-2185,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2185,Municipal archives,http://www.archive.nrw.de/kommunalarchive/kommunalarchive_u-z/w/Werl/oeffnungszeiten_und_kontakt/index.php,True,True
Stadtarchiv Wesel,stadtarchiv-wesel,Germany,Europe,DE-Wes3,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Wes3,Municipal archives,http://www.wesel.de/archiv,True,True
Stadtarchiv Wiesbaden,stadtarchiv-wiesbaden,Germany,Europe,DE-Wi26,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Wi26,Municipal archives,https://www.wiesbaden.de/stadtarchiv,True,True
Stadtarchiv Willich,stadtarchiv-willich,Germany,Europe,DE-2274,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2274,Municipal archives,http://www.stadt-willich.de/archiv,True,True
Stadtarchiv Worms,stadtarchiv-worms,Germany,Europe,DE-2202,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2202,Municipal archives,http://www.worms.de/deutsch/kultur/stadtarchiv.php,True,True
Stadtarchiv Wuppertal,stadtarchiv-wuppertal,Germany,Europe,DE-Wup3,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Wup3,Municipal archives,https://www.wuppertal.de/kultur-bildung/stadtarchiv/Stadtarchiv_Startseite.php,True,True
Stadtarchiv Würzburg,stadtarchiv-w-rzburg,Germany,Europe,DE-00000029014,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000029014,Municipal archives,https://www.wuerzburg.de/themen/kultur-bildung-kulturangebot/stadtarchiv,True,True
Stadtarchiv Zwickau,stadtarchiv-zwickau,Germany,Europe,DE-Zwi18,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Zwi18,Municipal archives,http://www.zwickau.de/de/politik/verwaltung/aemter/dezernat1/stadtarchiv.php,True,True
Stasi-Unterlagen-Archiv,stasi-unterlagen-archiv,Germany,Europe,DE-2111,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2111,Specialised governmental archives,https://www.stasi-unterlagen-archiv.de/,True,True
Stiftung Rheinisch-Westfälisches Wirtschaftsarchiv zu Köln,stiftung-rheinisch-westf-lisches-wirtschaftsarchiv-zu-k-ln,Germany,Europe,DE-Kn177,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Kn177,Business archives,http://www.ihk-koeln.de/16326_Stiftung_Rheinisch_Westfaelisches_Wirtsc.AxCMS?ActiveID=1468,True,True
Technische Universität Chemnitz. Universitätsarchiv,technische-universit-t-chemnitz-universit-tsarchiv,Germany,Europe,DE-2198,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2198,University and research archives,https://www.tu-chemnitz.de/uni-archiv,True,True
Theatermuseum & Dumont-Lindemann-Archiv,theatermuseum-dumont-lindemann-archiv,Germany,Europe,DE-00000029011,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000029011,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://emuseum.duesseldorf.de/de/people/29106/theatermuseum-der-landeshauptstadt-dusseldorf,True,True
Universitätsarchiv Bayreuth,universit-tsarchiv-bayreuth,Germany,Europe,DE-1981,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-1981,University and research archives,http://www.ua.uni-bayreuth.de/,True,True
Universitätsarchiv der Albert-Ludwigs-Universität Freiburg,universit-tsarchiv-der-albert-ludwigs-universit-t-freiburg,Germany,Europe,DE-2326,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2326,University and research archives,http://www.uniarchiv.uni-freiburg.de/,True,True
Universitätsarchiv der Freien Universität Berlin,universit-tsarchiv-der-freien-universit-t-berlin,Germany,Europe,DE-2389,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2389,University and research archives,https://archiv.fu-berlin.de/,True,True
Universitätsarchiv der Technischen Universität Bergakademie Freiberg,universit-tsarchiv-der-technischen-universit-t-bergakademie-freiberg,Germany,Europe,DE-105,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-105,University and research archives,http://www.tu-freiberg.de/ze/archiv/,True,True
Universitätsarchiv Greifswald,universit-tsarchiv-greifswald,Germany,Europe,DE-2092,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2092,University and research archives,https://www.uni-greifswald.de/universitaet/einrichtungen/archiv/,True,True
Universitätsarchiv Oldenburg,universit-tsarchiv-oldenburg,Germany,Europe,DE-00000029016,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000029016,University and research archives,https://uol.de/uni-archiv,True,True
Universitätsarchiv Rostock,universit-tsarchiv-rostock,Germany,Europe,DE-2752,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2752,University and research archives,https://www.ub.uni-rostock.de/standorte-einrichtungen/universitaetsarchivkustodie/das-universitaetsarchiv/,True,True
Universitätsarchiv Tübingen,universit-tsarchiv-t-bingen,Germany,Europe,DE-2395,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2395,University and research archives,,False,True
Westfälisches Wirtschaftsarchiv,westf-lisches-wirtschaftsarchiv,Germany,Europe,DE-2154,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2154,Business archives,https://www.archive.nrw.de/westfaelisches-wirtschaftsarchiv-dortmund,True,True
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.onassis.org/,True,True
Γενικά Aρχεία του Kράτους - Αρχεία Νομού Κεφαλληνίας,a-k,Greece,Europe,GR-3,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-3,,,False,True
Γενικά Αρχεία του Κράτους - Ιστορικό Αρχείο Κρήτης,%CE%93%CE%B5%CE%BD%CE%B9%CE%BA%CE%AC%20%CE%91%CF%81%CF%87%CE%B5%CE%AF%CE%B1%20%CF%84%CE%BF%CF%85%20%CE%9A%CF%81%CE%AC%CF%84%CE%BF%CF%85%CF%82%20-%20%CE%99%CF%83%CF%84%CE%BF%CF%81%CE%B9%CE%BA%CF%8C%20%CE%91%CF%81%CF%87%CE%B5%CE%AF%CE%BF%20%CE%9A%CF%81%CE%AE%CF%84%CE%B7%CF%82,Greece,Europe,GR-2,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-2,,,False,True
Γενικά Αρχεία του Κράτους - Κεντρική Υπηρεσία,%CE%93%CE%B5%CE%BD%CE%B9%CE%BA%CE%AC%20%CE%91%CF%81%CF%87%CE%B5%CE%AF%CE%B1%20%CF%84%CE%BF%CF%85%20%CE%9A%CF%81%CE%AC%CF%84%CE%BF%CF%85%CF%82%20-%20%CE%9A%CE%B5%CE%BD%CF%84%CF%81%CE%B9%CE%BA%CE%AE%20%CE%A5%CF%80%CE%B7%CF%81%CE%B5%CF%83%CE%AF%CE%B1,Greece,Europe,GR-1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-1,National archives,http://www.gak.gr,True,True
Ιστορικό Αρχείο της ΕΤΕ (Εθνικής Τράπεζας της Ελλάδος),%CE%99%CF%83%CF%84%CE%BF%CF%81%CE%B9%CE%BA%CF%8C%20%CE%91%CF%81%CF%87%CE%B5%CE%AF%CE%BF%20%CF%84%CE%B7%CF%82%20%CE%95%CE%A4%CE%95%20%28%CE%95%CE%B8%CE%BD%CE%B9%CE%BA%CE%AE%CF%82%20%CE%A4%CF%81%CE%AC%CF%80%CE%B5%CE%B6%CE%B1%CF%82%20%CF%84%CE%B7%CF%82%20%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%BF%CF%82%29,Greece,Europe,GR-HANBG,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-HANBG,Business archives,http://ha.nbg.gr,True,True
